hour,headway_schedule,avg_waiting_time,served,leftover,arrived,fitness,fleet_size,schedule_type
0,"[12, 12, 12, 12, 12]",6.0,2040,0,2040,8421.0,5,static
1,"[12, 12, 12, 12, 12]",6.0,2260,0,2260,8421.0,5,static
2,"[12, 12, 12, 12, 12]",6.0,2285,0,2285,8421.0,5,static
3,"[12, 12, 12, 12, 12]",6.0,2245,0,2245,8421.0,5,static
4,"[12, 12, 12, 12, 12]",6.0,2030,0,2030,8421.0,5,static
5,"[12, 12, 12, 12, 12]",6.0,1815,0,1815,8421.0,5,static
6,"[12, 12, 12, 12, 12]",6.0,1800,0,1800,8421.0,5,static
7,"[12, 12, 12, 12, 12]",6.0,2020,0,2020,8421.0,5,static
8,"[12, 12, 12, 12, 12]",6.0,2275,0,2275,8421.0,5,static
9,"[12, 12, 12, 12, 12]",6.0,2260,0,2260,8421.0,5,static
10,"[12, 12, 12, 12, 12]",6.0,2265,0,2265,8421.0,5,static
11,"[12, 12, 12, 12, 12]",6.0,2260,0,2260,8421.0,5,static
12,"[12, 12, 12, 12, 12]",6.0,2250,0,2250,8421.0,5,static
13,"[12, 12, 12, 12, 12]",6.0,2045,0,2045,8421.0,5,static
14,"[12, 12, 12, 12, 12]",6.0,935,0,935,8421.0,5,static
0,"[12, 13, 12, 12, 11]",6.016666666666667,2040,0,2040,8421.058333333332,5,dynamic
1,"[12, 12, 12, 12, 12]",6.0,2260,0,2260,8421.0,5,dynamic
2,"[12, 12, 12, 12, 12]",6.0,2285,0,2285,8421.0,5,dynamic
3,"[12, 12, 12, 12, 12]",6.0,2245,0,2245,8421.0,5,dynamic
4,"[12, 12, 12, 12, 12]",6.0,2030,0,2030,8421.0,5,dynamic
5,"[12, 12, 12, 12, 12]",6.0,1815,0,1815,8421.0,5,dynamic
6,"[12, 12, 12, 12, 12]",6.0,1800,0,1800,8421.0,5,dynamic
7,"[12, 12, 12, 12, 12]",6.0,2020,0,2020,8421.0,5,dynamic
8,"[12, 12, 12, 12, 12]",6.0,2275,0,2275,8421.0,5,dynamic
9,"[12, 12, 12, 12, 12]",6.0,2260,0,2260,8421.0,5,dynamic
10,"[12, 12, 12, 12, 12]",6.0,2265,0,2265,8421.0,5,dynamic
11,"[12, 12, 12, 12, 12]",6.0,2260,0,2260,8421.0,5,dynamic
12,"[12, 13, 12, 12, 11]",6.016674077367719,2249,0,2249,8421.058359270786,5,dynamic
13,"[12, 12, 12, 12, 12]",6.0,2045,0,2045,8421.0,5,dynamic
14,"[12, 12, 12, 12, 12]",6.0,935,0,935,8421.0,5,dynamic
0,"[10, 10, 10, 10, 10, 10]",5.0,2040,0,2040,10097.5,6,static
1,"[10, 10, 10, 10, 10, 10]",5.0,2262,0,2262,10097.5,6,static
2,"[10, 10, 10, 10, 10, 10]",5.0,2280,0,2280,10097.5,6,static
3,"[10, 10, 10, 10, 10, 10]",5.0,2244,0,2244,10097.5,6,static
4,"[10, 10, 10, 10, 10, 10]",5.0,2028,0,2028,10097.5,6,static
5,"[10, 10, 10, 10, 10, 10]",5.0,1818,0,1818,10097.5,6,static
6,"[10, 10, 10, 10, 10, 10]",5.0,1800,0,1800,10097.5,6,static
7,"[10, 10, 10, 10, 10, 10]",5.0,2022,0,2022,10097.5,6,static
8,"[10, 10, 10, 10, 10, 10]",5.0,2274,0,2274,10097.5,6,static
9,"[10, 10, 10, 10, 10, 10]",5.0,2262,0,2262,10097.5,6,static
10,"[10, 10, 10, 10, 10, 10]",5.0,2262,0,2262,10097.5,6,static
11,"[10, 10, 10, 10, 10, 10]",5.0,2262,0,2262,10097.5,6,static
12,"[10, 10, 10, 10, 10, 10]",5.0,2250,0,2250,10097.5,6,static
13,"[10, 10, 10, 10, 10, 10]",5.0,2046,0,2046,10097.5,6,static
14,"[10, 10, 10, 10, 10, 10]",5.0,936,0,936,10097.5,6,static
0,"[10, 10, 10, 10, 10, 10]",5.0,2040,0,2040,10097.5,6,dynamic
1,"[10, 10, 10, 11, 10, 9]",5.016799292661362,2262,0,2262,10097.558797524314,6,dynamic
2,"[10, 10, 10, 10, 10, 10]",5.0,2280,0,2280,10097.5,6,dynamic
3,"[10, 10, 10, 11, 10, 9]",5.016488413547237,2244,0,2244,10097.557709447416,6,dynamic
4,"[11, 10, 10, 10, 10, 9]",5.016765285996056,2028,0,2028,10097.558678500985,6,dynamic
5,"[10, 10, 11, 10, 10, 9]",5.016785910842048,1817,0,1817,10097.558750687947,6,dynamic
6,"[10, 10, 10, 10, 10, 10]",5.0,1800,0,1800,10097.5,6,dynamic
7,"[10, 11, 10, 10, 10, 9]",5.016575952498763,2021,0,2021,10097.558015833745,6,dynamic
8,"[11, 10, 10, 10, 10, 9]",5.016710642040457,2274,0,2274,10097.55848724714,6,dynamic
9,"[10, 11, 10, 10, 10, 9]",5.016585581601062,2261,0,2261,10097.558049535604,6,dynamic
10,"[10, 10, 10, 10, 10, 10]",5.0,2262,0,2262,10097.5,6,dynamic
11,"[10, 10, 10, 10, 10, 10]",5.0,2262,0,2262,10097.5,6,dynamic
12,"[10, 10, 10, 10, 10, 10]",5.0,2250,0,2250,10097.5,6,dynamic
13,"[10, 10, 10, 10, 10, 10]",5.0,2046,0,2046,10097.5,6,dynamic
14,"[11, 10, 10, 10, 10, 9]",5.017094017094017,936,0,936,10097.559829059828,6,dynamic
0,"[8, 8, 8, 8, 8, 8, 12]",4.4,2040,0,2040,11775.4,7,static
1,"[8, 8, 8, 8, 8, 8, 12]",4.400354295837024,2258,0,2258,11775.40124003543,7,static
2,"[8, 8, 8, 8, 8, 8, 12]",4.400701446733889,2281,0,2281,11775.40245506357,7,static
3,"[8, 8, 8, 8, 8, 8, 12]",4.400356665180562,2243,0,2243,11775.401248328131,7,static
4,"[8, 8, 8, 8, 8, 8, 12]",4.399606299212598,2032,0,2032,11775.398622047243,7,static
5,"[8, 8, 8, 8, 8, 8, 12]",4.4,1815,0,1815,11775.4,7,static
6,"[8, 8, 8, 8, 8, 8, 12]",4.4,1800,0,1800,11775.4,7,static
7,"[8, 8, 8, 8, 8, 8, 12]",4.400396432111001,2018,0,2018,11775.40138751239,7,static
8,"[8, 8, 8, 8, 8, 8, 12]",4.400351957765068,2273,0,2273,11775.401231852178,7,static
9,"[8, 8, 8, 8, 8, 8, 12]",4.400354295837024,2258,0,2258,11775.40124003543,7,static
10,"[8, 8, 8, 8, 8, 8, 12]",4.4,2265,0,2265,11775.4,7,static
11,"[8, 8, 8, 8, 8, 8, 12]",4.3992932862190814,2264,0,2264,11775.397526501767,7,static
12,"[8, 8, 8, 8, 8, 8, 12]",4.4,2250,0,2250,11775.4,7,static
13,"[8, 8, 8, 8, 8, 8, 12]",4.399609184171959,2047,0,2047,11775.398632144603,7,static
14,"[8, 8, 8, 8, 8, 8, 12]",4.3991462113127,937,0,937,11775.397011739595,7,static
0,"[9, 8, 8, 8, 8, 8, 9, 2]",4.05,2040,0,2040,13454.175,7,dynamic
1,"[8, 10, 8, 8, 8, 8, 10]",4.33377600708278,2259,0,2259,11775.16821602479,7,dynamic
2,"[8, 9, 8, 10, 8, 8, 8, 1]",4.183333333333334,2280,0,2280,13454.641666666666,7,dynamic
3,"[8, 8, 8, 9, 8, 8, 8, 3]",3.9502897904592063,2243,0,2243,13453.826014266608,7,dynamic
4,"[8, 8, 8, 10, 8, 8, 8, 2]",4.065944881889764,2032,0,2032,13454.230807086615,7,dynamic
5,"[8, 8, 8, 8, 8, 8, 9, 3]",3.9495867768595043,1815,0,1815,13453.823553719008,7,dynamic
6,"[8, 8, 8, 8, 8, 9, 8, 3]",3.95,1800,0,1800,13453.825,7,dynamic
7,"[9, 8, 8, 8, 8, 8, 8, 3]",3.9499504459861248,2018,0,2018,13453.82482656095,7,dynamic
8,"[8, 8, 8, 8, 8, 8, 8, 4]",3.866256049274087,2273,0,2273,13453.531896172459,7,dynamic
9,"[8, 8, 8, 8, 9, 8, 8, 3]",3.949955713020372,2258,0,2258,13453.824844995572,7,dynamic
10,"[8, 10, 8, 8, 8, 8, 8, 2]",4.067137809187279,2264,0,2264,13454.234982332155,7,dynamic
11,"[8, 9, 8, 8, 9, 9, 8, 1]",4.165930181175431,2263,0,2263,13454.580755634113,7,dynamic
12,"[8, 8, 12, 9, 9, 9, 5]",4.500444839857651,2248,0,2248,11775.751556939502,7,dynamic
13,"[10, 9, 8, 10, 8, 8, 7]",4.349780166096727,2047,0,2047,11775.224230581338,7,dynamic
14,"[8, 8, 8, 8, 9, 9, 8, 2]",4.0502136752136755,936,0,936,13454.175747863248,7,dynamic
0,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8666666666666667,2040,0,2040,13453.533333333333,8,static
1,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8667697746354395,2263,0,2263,13453.533694211224,8,static
2,"[7, 7, 7, 7, 7, 7, 7, 11]",3.867382726874178,2281,0,2281,13453.53583954406,8,static
3,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8661469933184853,2245,0,2245,13453.531514476615,8,static
4,"[7, 7, 7, 7, 7, 7, 7, 11]",3.866322008862629,2031,0,2031,13453.53212703102,8,static
5,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8665382498624106,1817,0,1817,13453.532883874519,8,static
6,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8666666666666667,1800,0,1800,13453.533333333333,8,static
7,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8659742828882293,2022,0,2022,13453.53090999011,8,static
8,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8670774647887325,2272,0,2272,13453.53477112676,8,static
9,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8660477453580904,2262,0,2262,13453.531167108753,8,static
10,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8667697746354395,2263,0,2263,13453.533694211224,8,static
11,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8667697746354395,2263,0,2263,13453.533694211224,8,static
12,"[7, 7, 7, 7, 7, 7, 7, 11]",3.866874443455031,2246,0,2246,13453.534060552092,8,static
13,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8662109375,2048,0,2048,13453.53173828125,8,static
14,"[7, 7, 7, 7, 7, 7, 7, 11]",3.8679144385026736,935,0,935,13453.53770053476,8,static
0,"[7, 7, 8, 7, 7, 10, 7, 7]",3.816666666666667,2040,0,2040,13453.358333333334,8,dynamic
1,"[9, 7, 8, 9, 7, 8, 7, 5]",3.85,2260,0,2260,13453.475,8,dynamic
2,"[10, 7, 7, 8, 7, 8, 9, 4]",3.933333333333333,2280,0,2280,13453.766666666666,8,dynamic
3,"[8, 11, 7, 7, 7, 7, 8, 5]",3.9162210338680925,2244,0,2244,13453.706773618538,8,dynamic
4,"[8, 7, 8, 8, 7, 7, 7, 7, 1]",3.6498523622047245,2032,0,2032,15132.774483267716,8,dynamic
5,"[8, 7, 8, 7, 7, 7, 7, 7, 2]",3.5492570170610898,1817,0,1817,15132.422399559713,8,dynamic
6,"[7, 7, 7, 9, 9, 8, 8, 5]",3.85,1800,0,1800,13453.475,8,dynamic
7,"[9, 7, 7, 7, 7, 9, 7, 7]",3.7997032640949553,2022,0,2022,13453.298961424332,8,dynamic
8,"[8, 9, 7, 8, 7, 7, 9, 5]",3.8503521126760565,2272,0,2272,13453.476232394367,8,dynamic
9,"[8, 8, 7, 8, 7, 7, 7, 7, 1]",3.649270234409553,2261,0,2261,15132.772445820434,8,dynamic
10,"[8, 7, 8, 7, 7, 8, 9, 6]",3.800044189129474,2263,0,2263,13453.300154661953,8,dynamic
11,"[7, 7, 10, 7, 7, 8, 7, 7]",3.81661511268228,2263,0,2263,13453.358152894389,8,dynamic
12,"[7, 8, 8, 7, 7, 8, 8, 7]",3.7669039145907472,2248,0,2248,13453.184163701068,8,dynamic
13,"[7, 8, 8, 7, 8, 9, 7, 6]",3.8001954079140203,2047,0,2047,13453.300683927699,8,dynamic
14,"[7, 8, 7, 8, 10, 7, 7, 6]",3.8333333333333335,936,0,936,13453.416666666666,8,dynamic
0,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,2040,0,2040,15132.6,9,static
1,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,2260,0,2260,15132.6,9,static
2,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.601052170100833,2281,0,2281,15132.603682595352,9,static
3,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6010709504685408,2241,0,2241,15132.60374832664,9,static
4,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,2030,0,2030,15132.6,9,static
5,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.59868059373282,1819,0,1819,15132.595382078065,9,static
6,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,1800,0,1800,15132.6,9,static
7,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,2020,0,2020,15132.6,9,static
8,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6010568031704095,2271,0,2271,15132.603698811097,9,static
9,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,2260,0,2260,15132.6,9,static
10,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.601061477222468,2261,0,2261,15132.603715170279,9,static
11,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,2260,0,2260,15132.6,9,static
12,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6,2250,0,2250,15132.6,9,static
13,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.6011758941695247,2041,0,2041,15132.604115629594,9,static
14,"[6, 6, 6, 6, 6, 6, 6, 6, 12]",3.597444089456869,939,0,939,15132.5910543131,9,static
0,"[8, 7, 6, 6, 6, 9, 6, 6, 6]",3.4166666666666665,2040,0,2040,15131.958333333334,9,dynamic
1,"[7, 7, 9, 7, 9, 7, 6, 7, 1]",3.6993810786914234,2262,0,2262,15132.94783377542,9,dynamic
2,"[6, 6, 7, 6, 6, 7, 6, 7, 6, 3]",3.1,2280,0,2280,16810.85,9,dynamic
3,"[6, 8, 7, 6, 7, 9, 8, 6, 3]",3.533883192153366,2243,0,2243,15132.368591172537,9,dynamic
4,"[6, 6, 7, 8, 6, 6, 6, 8, 6, 1]",3.2833579517479072,2031,0,2031,16811.491752831116,9,dynamic
5,"[9, 8, 6, 7, 6, 6, 6, 7, 5]",3.432856356631811,1817,0,1817,15132.014997248212,9,dynamic
6,"[8, 7, 6, 6, 6, 7, 7, 7, 6]",3.3666666666666667,1800,0,1800,15131.783333333333,9,dynamic
7,"[7, 6, 7, 7, 6, 7, 6, 6, 6, 2]",3.1672439386442357,2021,0,2021,16811.085353785256,9,dynamic
8,"[6, 7, 6, 7, 9, 6, 8, 8, 3]",3.533230633802817,2272,0,2272,15132.36630721831,9,dynamic
9,"[11, 6, 9, 6, 6, 7, 9, 6]",3.966371681415929,2260,0,2260,13453.882300884956,9,dynamic
10,"[7, 9, 6, 6, 7, 7, 10, 6, 2]",3.6671826625387,2261,0,2261,15132.835139318886,9,dynamic
11,"[8, 7, 6, 6, 6, 7, 6, 6, 8]",3.3837312113174183,2262,0,2262,15131.84305923961,9,dynamic
12,"[7, 6, 6, 6, 6, 6, 6, 7, 6, 4]",3.049799911071587,2249,0,2249,16810.67429968875,9,dynamic
13,"[7, 8, 7, 6, 8, 6, 6, 7, 5]",3.4007334963325184,2045,0,2045,15131.902567237164,9,dynamic
14,"[7, 7, 6, 6, 8, 7, 7, 7, 5]",3.3830128205128207,936,0,936,15131.840544871795,9,dynamic
0,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2040,0,2040,16810.5,10,static
1,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2260,0,2260,16810.5,10,static
2,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2280,0,2280,16810.5,10,static
3,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2240,0,2240,16810.5,10,static
4,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2030,0,2030,16810.5,10,static
5,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,1820,0,1820,16810.5,10,static
6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,1800,0,1800,16810.5,10,static
7,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2020,0,2020,16810.5,10,static
8,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2270,0,2270,16810.5,10,static
9,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2260,0,2260,16810.5,10,static
10,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2260,0,2260,16810.5,10,static
11,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2260,0,2260,16810.5,10,static
12,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2250,0,2250,16810.5,10,static
13,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,2040,0,2040,16810.5,10,static
14,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3.0,940,0,940,16810.5,10,static
0,"[6, 7, 6, 6, 7, 7, 6, 6, 7, 2]",3.1666666666666665,2040,0,2040,16811.083333333332,10,dynamic
1,"[7, 8, 6, 8, 6, 7, 8, 6, 4]",3.449557522123894,2260,0,2260,15132.073451327433,10,dynamic
2,"[7, 8, 6, 6, 6, 8, 6, 7, 6]",3.3833333333333333,2280,0,2280,15131.841666666667,10,dynamic
3,"[9, 7, 9, 7, 6, 7, 6, 9]",3.8505567928730513,2245,0,2245,13453.476948775056,10,dynamic
4,"[6, 6, 7, 9, 10, 9, 6, 6, 1]",3.799162148841794,2029,0,2029,15133.297067520947,10,dynamic
5,"[6, 8, 7, 7, 6, 7, 8, 7, 4]",3.433131535498074,1817,0,1817,15132.015960374243,10,dynamic
6,"[6, 6, 6, 8, 6, 6, 6, 6, 6, 4]",3.066666666666667,1800,0,1800,16810.733333333334,10,dynamic
7,"[6, 8, 6, 8, 6, 7, 6, 8, 5]",3.41654284299158,2019,0,2019,15131.95789995047,10,dynamic
8,"[6, 7, 6, 8, 8, 7, 8, 9, 1]",3.700044014084507,2272,0,2272,15132.950154049297,10,dynamic
9,"[9, 7, 7, 6, 7, 10, 6, 6, 2]",3.6671826625387,2261,0,2261,15132.835139318886,10,dynamic
10,"[8, 7, 7, 7, 7, 6, 7, 6, 5]",3.383340698188246,2263,0,2263,15131.841692443659,10,dynamic
11,"[6, 7, 6, 6, 7, 7, 10, 6, 5]",3.467049977885891,2261,0,2261,15132.134674922601,10,dynamic
12,"[6, 7, 7, 7, 7, 11, 6, 8, 1]",3.783934134401424,2247,0,2247,15133.243769470406,10,dynamic
13,"[7, 6, 7, 6, 6, 7, 6, 8, 7]",3.367237163814181,2045,0,2045,15131.78533007335,10,dynamic
14,"[6, 7, 7, 6, 6, 6, 6, 7, 6, 3]",3.0991471215351813,938,0,938,16810.847014925374,10,dynamic
0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9166666666666665,2040,0,2040,18490.208333333332,11,static
1,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9175897208684094,2257,0,2257,18490.21156402304,11,static
2,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9166666666666665,2280,0,2280,18490.208333333332,11,static
3,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9166666666666665,2244,0,2244,18490.208333333332,11,static
4,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9166666666666665,2028,0,2028,18490.208333333332,11,static
5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.917815774958632,1813,0,1813,18490.212355212356,11,static
6,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9166666666666665,1800,0,1800,18490.208333333332,11,static
7,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9176995537927617,2017,0,2017,18490.211948438275,11,static
8,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9175848391361834,2269,0,2269,18490.21154693698,11,static
9,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9175897208684094,2257,0,2257,18490.21156402304,11,static
10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9157476841640935,2267,0,2267,18490.205116894573,11,static
11,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9175897208684094,2257,0,2257,18490.21156402304,11,static
12,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.917594654788419,2245,0,2245,18490.21158129176,11,static
13,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.917687408133268,2041,0,2041,18490.211905928467,11,static
14,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10]",2.9166666666666665,936,0,936,18490.208333333332,11,static
0,"[6, 6, 5, 9, 5, 7, 7, 5, 9, 1]",3.4,2040,0,2040,16811.9,11,dynamic
1,"[7, 7, 8, 5, 7, 5, 10, 5, 5, 1]",3.433628318584071,2260,0,2260,16812.017699115044,11,dynamic
2,"[5, 6, 7, 7, 5, 6, 8, 9, 7]",3.45,2280,0,2280,15132.075,11,dynamic
3,"[6, 5, 7, 8, 8, 8, 5, 7, 6]",3.4333481943825235,2243,0,2243,15132.01671868034,11,dynamic
4,"[5, 7, 5, 5, 7, 8, 6, 7, 5, 5]",3.1004926108374384,2030,0,2030,16810.85172413793,11,dynamic
5,"[7, 7, 8, 6, 8, 8, 8, 5, 3]",3.5330396475770924,1816,0,1816,15132.36563876652,11,dynamic
6,"[5, 5, 7, 8, 8, 8, 6, 5, 5, 3]",3.216666666666667,1800,0,1800,16811.258333333335,11,dynamic
7,"[7, 5, 6, 5, 5, 5, 7, 8, 5, 5, 2]",2.9340931615460852,2018,0,2018,18490.269326065412,11,dynamic
8,"[7, 5, 5, 6, 7, 7, 7, 7, 5, 4]",3.099955966534566,2271,0,2271,16810.849845882873,11,dynamic
9,"[5, 7, 5, 8, 9, 6, 5, 5, 6, 4]",3.1834882691456396,2259,0,2259,16811.14220894201,11,dynamic
10,"[8, 9, 5, 7, 5, 7, 6, 5, 6, 2]",3.2832523199292973,2263,0,2263,16811.491383119752,11,dynamic
11,"[6, 6, 6, 6, 6, 5, 5, 5, 7, 7, 1]",2.95,2260,0,2260,18490.325,11,dynamic
12,"[5, 5, 7, 5, 5, 6, 5, 8, 6, 5, 3]",2.867319679430098,2246,0,2246,18490.035618878006,11,dynamic
13,"[5, 5, 5, 6, 6, 5, 10, 5, 5, 7, 1]",3.101126346718903,2042,0,2042,18490.853942213515,11,dynamic
14,"[5, 5, 5, 7, 5, 6, 5, 6, 5, 5, 5, 1]",2.6824973319103522,937,0,937,20169.388740661685,11,dynamic
0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2040,0,2040,20168.75,12,static
1,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2256,0,2256,20168.75,12,static
2,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2280,0,2280,20168.75,12,static
3,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2244,0,2244,20168.75,12,static
4,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2028,0,2028,20168.75,12,static
5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,1812,0,1812,20168.75,12,static
6,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,1800,0,1800,20168.75,12,static
7,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2016,0,2016,20168.75,12,static
8,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2268,0,2268,20168.75,12,static
9,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2256,0,2256,20168.75,12,static
10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2268,0,2268,20168.75,12,static
11,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2256,0,2256,20168.75,12,static
12,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2244,0,2244,20168.75,12,static
13,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,2040,0,2040,20168.75,12,static
14,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2.5,936,0,936,20168.75,12,static
0,"[6, 5, 5, 6, 6, 6, 8, 9, 6, 3]",3.2,2040,0,2040,16811.2,12,dynamic
1,"[7, 5, 8, 8, 7, 5, 6, 6, 5, 3]",3.1834882691456396,2259,0,2259,16811.14220894201,12,dynamic
2,"[5, 6, 7, 8, 7, 7, 6, 6, 8]",3.4,2280,0,2280,15131.9,12,dynamic
3,"[5, 5, 8, 7, 7, 6, 7, 6, 5, 4]",3.1165329768270946,2244,0,2244,16810.907865418896,12,dynamic
4,"[7, 11, 9, 7, 5, 7, 6, 8]",3.949753694581281,2030,0,2030,13453.824137931035,12,dynamic
5,"[5, 6, 6, 6, 7, 7, 5, 5, 8, 5]",3.0837004405286343,1816,0,1816,16810.79295154185,12,dynamic
6,"[6, 9, 7, 7, 6, 7, 5, 5, 6, 2]",3.25,1800,0,1800,16811.375,12,dynamic
7,"[5, 6, 6, 5, 5, 5, 8, 5, 7, 5, 3]",2.8669474727452924,2018,0,2018,18490.034316154608,12,dynamic
8,"[8, 6, 6, 5, 6, 13, 6, 5, 5]",3.767180616740088,2270,0,2270,15133.185132158591,12,dynamic
9,"[8, 6, 6, 6, 5, 6, 6, 7, 7, 3]",3.133407079646018,2260,0,2260,16810.96692477876,12,dynamic
10,"[5, 7, 7, 5, 7, 6, 5, 5, 7, 6]",3.0662544169611308,2264,0,2264,16810.731890459363,12,dynamic
11,"[7, 5, 6, 6, 5, 6, 6, 6, 7, 5, 1]",2.95,2260,0,2260,18490.325,12,dynamic
12,"[6, 6, 6, 5, 9, 6, 6, 6, 6, 4]",3.116496220542463,2249,0,2249,16810.9077367719,12,dynamic
13,"[9, 6, 8, 6, 5, 7, 5, 5, 8, 1]",3.38454011741683,2044,0,2044,16811.845890410958,12,dynamic
14,"[6, 6, 6, 6, 7, 7, 5, 6, 5, 5, 1]",2.9488272921108742,938,0,938,18490.32089552239,12,dynamic
0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.8,2040,0,2040,21849.8,13,static
1,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.7985865724381624,2264,0,2264,21849.795053003534,13,static
2,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.8014028934677775,2281,0,2281,21849.80491012714,13,static
3,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.7985771453979544,2249,0,2249,21849.795020008893,13,static
4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.801579466929911,2026,0,2026,21849.805528134253,13,static
5,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.8,1815,0,1815,21849.8,13,static
6,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.8,1800,0,1800,21849.8,13,static
7,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 12]",2.7984189723320156,2024,0,2024,21849.794466403164,13,static
